brand_name,active_ingredient,strength
M-Formin Xr 750,Metformin Hydrochloride,750 Mg
Lyomet Xr 500,Metformin Hydrochloride,500 Mg
Metex Xr,Metformin Hydrochloride,1000 Mg
Diaformin Alphapharm Xr,Metformin Hydrochloride,1000 Mg Modified Release Tablet Blister Pack
Metformin Gxp Xr 500,Metformin Hydrochloride,500 Mg Modified Release Tablet Blister Pack
Metformin Ch Xr 1000,Metformin Hydrochloride,1000 Mg Modified Release Tablet Blister Pack
Metofex Xr 750,Metformin Hydrochloride,750 Mg Modified Release Tablet Blister Pack
Metformin Gppl Xr 1000,Metformin Hydrochloride,1000 Mg Modified Release Tablet Blister Pack
Metformin Gxp Xr 750,Metformin Hydrochloride,750 Mg
Diaformin Alphapharm Xr,Metformin Hydrochloride,500 Mg
Metformin Gppl Xr 750,Metformin Hydrochloride,750 Mg
Fetmin Xr 1000,Metformin Hydrochloride,1000 Mg
Metex Xr,Metformin Hydrochloride,500 Mg
M-Formin Xr 500,Metformin Hydrochloride,500 Mg Modified Release Tablet Blister Pack
Metformin Ch Xr 500,Metformin Hydrochloride,500 Mg Modified Release Tablet Blister Pack
Metformin Genpar Xr 1000,Metformin Hydrochloride,1000 Mg Modified Release Tablet Blister Pack
Metex Xr,Metformin Hydrochloride,750 Mg Modified Release Tablet Blister Pack
Metofex Xr 1000,Metformin Hydrochloride,1000 Mg Modified Release Tablet Blister Pack
Metofex Xr 500,Metformin Hydrochloride,500 Mg
Metformin Genpar Xr 750,Metformin Hydrochloride,750 Mg
Metformin Gppl Xr 500,Metformin Hydrochloride,500 Mg
Fetmin Xr 500,Metformin Hydrochloride,500 Mg
Lyomet Xr 750,Metformin Hydrochloride,750 Mg
Metformin Gxp Xr 1000,Metformin Hydrochloride,1000 Mg Modified Release Tablet
Metformin Gh Xr 750,Metformin Hydrochloride,750 Mg Modified Release Tablet
Metformin Genpar Xr 500,Metformin Hydrochloride,500 Mg Modified Release Tablet
Ultrabiotic 500,Ultrabiotic 500,
Noradrenaline Juno,Noradrenaline (Norepinephrine) (As Acid Tartrate),4 Mg/4 Ml Concentrated Solution For Injection Ampoule
Noradrenaline Juno,Noradrenaline (Norepinephrine) (As Acid Tartrate),2 Mg/2 Ml
Jakavi,Ruxolitinib (As Phosphate),10 Mg
Vitamin K2,Vitamin K2,180 Mcg
Metagenics Acetyl-L-Carnitine,Acetyl-L-Carnitine,
Listerine Total Care Sensitive Antibacterial Mouthwash,Listerine Total Care Sensitive Antibacterial Mouthwash,
Sumich Australian Olive Leaf Extract Dha For Kids,Olive Leaf Extract,
Berocca Performance,Vitamin B Complex With Vitamin C And Zinc,
Calcitriol Cw,Calcitriol,0.25 Microgram
Calcitriol Kp,Calcitriol,0.25 Microgram
Calitrol,Calcitriol,0.25 Microgram
Calcitriol Sg,Calcitriol,0.25 Microgram
Calcitriol Rm,Calcitriol,0.25 Microgram
Mediherb Cranberry Complex Tablet,Mediherb Cranberry Complex Tablet,
Amitriptyline Viatris,Amitriptyline Hydrochloride,10 Mg
Amitriptyline Viatris,Amitriptyline Hydrochloride,25mg
Amitriptyline Viatris,Amitriptyline Hydrochloride,50mg
Blincyto,Blinatumomab (Rch),38.5 Microgram
Enliva,Enliva,
Lasix,Furosemide,10mg/mL
Prometrium 100,Progesterone,100 Mg
Prometrium 200,Progesterone,200 Mg
Utrogestan 200,Progesterone,200 Mg
Alka-Seltzer,Aspirin,324 Mg
Metformin Ch,Metformin Hydrochloride,1000 Mg
Metformin Ch,Metformin Hydrochloride,850 Mg
Metformin Ch,Metformin Hydrochloride,500 Mg
Spring Leaf Super Sleep & Stress Aid,Spring Leaf Super Sleep & Stress Aid,
Trust Stomach Ease,Hyoscine Butylbromide,10 Mg
Magnesium Complete,Magnesium Complete,
Trust Sinus & Nasal Decongestant,Pseudoephedrine Hydrochloride,60 Mg
Living Healthy Calcium Plus Magnesium + D3,Living Healthy Calcium Plus Magnesium + D3,
Zeklen,Ezetimibe And Simvastatin,10 Mg/10 Mg
Desdine For Children,Desloratadine,2.5 Mg/5 Ml
Lenest 30 Ed,Levonorgestrel And Ethinylestradiol,150 Micrograms/30 Micrograms
Pharmacy Action Lozenges Honey & Lemon,Pharmacy Action Lozenges Honey & Lemon,
Didax Mr,Gliclazide,60 Mg
Apo-Citalopram,Citalopram (As Hydrobromide),40 Mg
Doryx,Doxycycline,200 Mg
Dasbrain,Dasbrain,
Vita Organic Women's Pms Support,Vita Organic Women's Pms Support,
Omega 3 Odourless Fish Oil,Fish Oil,1000mg
Lipoec 400,Lipoec 400,
Genvoya,"Elvitegravir, Cobicistat, Emtricitabine, Tenofovir Alafenamide","150mg, 150mg, 200mg, 10mg"
Vita Organic Weight Management,Vita Organic Weight Management,
Belkyra,Deoxycholic Acid,10 Mg/Ml
Folinic Acid,Folinic Acid,
Neurovance,Neurovance,
Scopoderm,Scopolamine,
Super Strength Bio Turmeric 3000,Turmeric,
Rifadin,Rifampicin,150mg
Rifadin,Rifampicin,300mg
Actair,Actair,100ir & 300ir
Actair,Actair,300ir
Cenovis 50+ Multi,Cenovis 50+ Multi,
Lenvima,Lenvatinib,4 Mg Hard Capsule
Lenvima,Lenvatinib,10 Mg Hard Capsule
Sambucol Black Elderberry Cough Kids,Sambucol Black Elderberry Cough Kids,
Sulinda Menoplus,Sulinda Menoplus,
Xeljanz,Tofacitinib (As Citrate),5 Mg Film-Coated Tablet
Fenofibrate Sun,Fenofibrate,145mg
Fenofibrate Rbx,Fenofibrate,48mg
Fenofibrate Sun,Fenofibrate,48mg
Fenofibrate Ran,Fenofibrate,48mg
Fenofibrate Rbx,Fenofibrate,145mg
Fenofibrate Rbx,Fenofibrate,48mg
Fenofibrate Ran,Fenofibrate,48mg
Fenofibrate Ran,Fenofibrate,145mg
Fenofibrate Sun,Fenofibrate,145mg
Fenofibrate Ran,Fenofibrate,145mg
Mometasone Gppl Aqueous Nasal Spray,Mometasone Furoate,50 Microgram/Actuation
Allermosone Aqueous Nasal Spray,Mometasone Furoate,50 Microgram/Actuation
Mometasone Gxp Aqueous Nasal Spray,Mometasone Furoate,50 Microgram/Actuation
Mosonealler Aqueous Nasal Spray,Mometasone Furoate,50 Microgram/Actuation
Ganciclovir Agila,Ganciclovir,500mg
Fenofibrate Rbx,Fenofibrate,145mg
Fenofibrate Sun,Fenofibrate,48mg
Momaller Aqueous Nasal Spray,Mometasone Furoate,50 Microgram/Actuation
Allermom Aqueous Nasal Spray,Mometasone Furoate,50 Microgram/Actuation
Mometasone Genpar Aqueous Nasal Spray,Mometasone Furoate,50 Microgram/Actuation
Ganciclovir Mylan,Ganciclovir,500 Mg
Ganciclovir Alphapharm,Ganciclovir,500 Mg
Emerade,Adrenaline (Epinephrine),150 Microgram/0.15 Ml
Emerade,Adrenaline (Epinephrine),500 Microgram/0.5 Ml
Emerade,Adrenaline (Epinephrine),300 Microgram/0.3 Ml
Pharmacy Action Fexorelief 120,Fexofenadine Hydrochloride,120 Mg
Pharmacy Action Fexorelief 180,Fexofenadine Hydrochloride,180 Mg
Ultraclean 85 Liquid,Ultraclean 85 Liquid,
Pharmacy Action Anti-Fungal Nail Treatment,Amorolfine,5% W/V (As Hydrochloride)
Metagenics Glutathione Capsules,Glutathione,250 Mg
Metagenics Glutathione Powder,Glutathione,
Aciclovir Agila,Aciclovir (As Sodium),250 Mg
Aciclovir Alphapharm,Aciclovir (As Sodium),500 Mg
Aciclovir Alphapharm,Aciclovir (As Sodium),250 Mg
Aciclovir Agila,Aciclovir (As Sodium),500 Mg
Aciclovir Viatris,Aciclovir,500 Mg
Aciclovir Viatris,Aciclovir,250 Mg
Vita Organic Probiotics,Vita Organic Probiotics,
Fluorouracil Mylan,Fluorouracil,5 G/100 Ml
Fluorouracil Mylan,Fluorouracil,1000 Mg/20 Ml
Fluorouracil Mylan,Fluorouracil,500 Mg/10 Ml Solution For Injection
Fluorouracil Agila,Fluorouracil,2.5 G/50 Ml Solution For Injection
Fluorouracil Mylan,Fluorouracil,2.5 G/50 Ml Solution For Injection
Fluorouracil Agila,Fluorouracil,1000 Mg/20 Ml Solution For Injection
Fluorouracil Agila,Fluorouracil,5 G/100 Ml Solution For Injection
Fluorouracil Agila,Fluorouracil,500 Mg/10 Ml
Fluorouracil Alphapharm,Fluorouracil,2.5 G/50 Ml
Fluorouracil Alphapharm,Fluorouracil,5 G/100 Ml
Fluorouracil Alphapharm,Fluorouracil,500 Mg/10 Ml
Fluorouracil Alphapharm,Fluorouracil,1000 Mg/20 Ml
Trexject,Methotrexate (As Sodium),12.5Mg/0.25Ml
Trexject,Methotrexate (As Sodium),15Mg/0.30Ml
Trexject,Methotrexate (As Sodium),17.5Mg/0.35Ml
Trexject,Methotrexate (As Sodium),20Mg/0.40Ml
Trexject,Methotrexate (As Sodium),22.5Mg/0.45Ml
Duratocin,Carbetocin,100 Microgram/Ml Injection Vial
Amiodarone Juno,Amiodarone Hydrochloride,150Mg/3Ml Solution For Injection Ampoule
Neumedix Mac,Neumedix Mac,
Trexject,Methotrexate (As Sodium),7.5Mg/0.15Ml Solution For Injection Pre-Filled Syringe
Trexject,Methotrexate (As Sodium),10Mg/0.20Ml Solution For Injection Pre-Filled Syringe
Trexject,Methotrexate,25mg/0.50mL
MZ Clonidine Hcl Injection,Clonidine Hydrochloride,150 Microgram/1 Ml
Rivastigmine Apotex Patch 5,Rivastigmine,4.6 Mg/24 Hours
Rivastigmine Gxp Patch 10,Rivastigmine,9.5 Mg/24 Hours
Chemmart Rivastigmine Patch 10,Rivastigmine,9.5 Mg/24 Hours
Rivastigmine Aml Patch 10,Rivastigmine,9.5 Mg/24 Hours
Rivastigmine Gxp Patch 5,Rivastigmine,4.6 Mg/24 Hours
Rivastig Patch 10,Rivastigmine,9.5 Mg/24 Hours
Apo-Rivastigmine Patch 10,Rivastigmine,9.5 Mg/24 Hours
Terry White Chemists Rivastigmine Patch 10,Rivastigmine,9.5 Mg/24 Hours
Rivastigmine Gppl Patch 10,Rivastigmine,9.5 Mg/24 Hours
Terry White Chemists Rivastigmine Patch 5,Rivastigmine,4.6 Mg/24 Hours
Rivastig Patch 5,Rivastigmine,4.6 Mg/24 Hours
Rivastigmine Apotex Patch 10,Rivastigmine,9.5 Mg/24 Hours
Rivexon Patch 5,Rivastigmine,4.6 Mg/24 Hours
Rivastigmine AML Patch 5,Rivastigmine,4.6 Mg/24 Hours
Chemmart Rivastigmine Patch 5,Rivastigmine,4.6 Mg/24 Hours
Select Effervescent Vitamins B+C Orange,Select Effervescent  Vitamins B+C Orange,
Pemetrexed Sun,Pemetrexed (As Disodium),100 Mg/Vial
Pemetrexed Sun,Pemetrexed (As Disodium),500 Mg/Vial
Apo-Rivastigmine Patch 5,Rivastigmine,4.6 Mg/24 Hours
Rivastigmine Genpar Patch 5,Rivastigmine,4.6 Mg/24 Hours
Rivexon Patch 10,Rivastigmine,9.5 Mg/24 Hours
Rivastigmine Gppl Patch 5,Rivastigmine,4.6 Mg/24 Hours
Rivastigmine Genpar Patch 10,Rivastigmine,9.5 Mg/24 Hours
Ziprasidone Gppl,Ziprasidone Hydrochloride,80 Mg
Ziprasidone Gppl Titration Pack,Ziprasidone Hydrochloride,"40 Mg, 60 Mg & 80 Mg"
Ziprasidone-Wgr,Ziprasidone Hydrochloride,20 Mg
Ziprasidone-Wgr,Ziprasidone Hydrochloride,40 Mg
Ziprasidone-Wgr,Ziprasidone Hydrochloride,60 Mg
Pemetrexed Sun,Pemetrexed (As Disodium),1000 Mg/Vial
Calcium Complete,Calcium Complete,
Ziprasidone Gppl,Ziprasidone (As Hydrochloride),20 Mg
Ziprasidone Gppl,Ziprasidone (As Hydrochloride),40 Mg
Ziprasidone Gppl,Ziprasidone (As Hydrochloride),60 Mg
Ziprasidone Genpar,Ziprasidone As Hydrochloride,80 Mg
Ziprasidone Genpar Titration Pack,Ziprasidone As Hydrochloride,"40 Mg, 60 Mg & 80 Mg"
Respiratory Health,Respiratory Health,
Fenofib,Fenofibrate,145 Mg
Fenofib,Fenofibrate,48 Mg
Ziprasidone-Wgr,Ziprasidone (As Hydrochloride),80 Mg Capsule Blister Pack
Zeldras Titration Pack,Ziprasidone (As Hydrochloride),"40 Mg, 60 Mg & 80 Mg Capsule Blister Pack"
Ziprasidone Genpar,Ziprasidone (As Hydrochloride),20 Mg Capsule Blister Pack
Ziprasidone Genpar,Ziprasidone (As Hydrochloride),40 Mg Capsule Blister Pack
Ziprasidone Genpar,Ziprasidone (As Hydrochloride),60 Mg Capsule Blister Pack
Metrol 50,Metoprolol Tartrate,50 Mg
Metrol 100,Metoprolol Tartrate,100 Mg
Metoprolol-Wgr,Metoprolol Tartrate,50 Mg
Metoprolol-Wgr,Metoprolol Tartrate,100 Mg
Stress Health,Stress Health,
Caruso's Super Curcumin Spring,Caruso's Super Curcumin Spring,
Leaf Super Joint Swelling Relief,Leaf Super Joint Swelling Relief,
Uptravi,Selexipag,600 Microgram
Uptravi,Selexipag,400 Microgram
Uptravi,Selexipag,200 Microgram
Huo Xiang Zheng Qi Wan,Huo Xiang Zheng Qi Wan,
Precedex Ready To Use,Dexmedetomidine Hydrochloride,80 Micrograms/20 Ml
Precedex Ready To Use,Dexmedetomidine Hydrochloride,200 Micrograms/50 Ml
Precedex Ready To Use,Dexmedetomidine Hydrochloride,400 Micrograms/100 Ml
Actemra,Tocilizumab (Rch),162 Mg/0.9 Ml
Omeprazole Generichealth,Omeprazole,20 Mg
Entresto,Sacubitril/Valsartan,97.2/102.8 Mg
Entresto,Sacubitril/Valsartan,24.3/25.7 Mg
Entresto,Sacubitril/Valsartan,48.6/51.4 Mg
Swisse Ultiboost High Strength Vitamin C Effervescent,Swisse Ultiboost High Strength Vitamin C Effervescent,
Uptravi,Selexipag,1000 Microgram
Uptravi,Selexipag,1200 Microgram
Uptravi,Selexipag,1600 Microgram
Uptravi,Selexipag,1400 Microgram
Uptravi,Selexipag,800 Microgram
Somac Heartburn Relief,Pantoprazole,20 Mg
K2 Capsules,Olive Leaf Extract,
Cipla Allergy Assist Cetirizine,Cetirizine Hydrochloride,10 Mg
Amcal Doxy Sleep-Aid,Doxylamine Succinate,25 Mg
Pharmacy Care Doxylamine Sleep,Doxylamine Succinate,25 Mg
Nature's Way Glucosamine + Chondroitin,Nature's Way Glucosamine + Chondroitin,
Tobramycin Viatris,Tobramycin,80 Mg/2 Ml
Rosuvastatin Intas,Rosuvastatin (As Calcium),20 Mg
Cavstat 40,Rosuvastatin (As Calcium),40 Mg
Intas Rosuvastatin,Rosuvastatin (As Calcium),10 Mg
Rosachol,Rosuvastatin (As Calcium),20 Mg
Rosachol,Rosuvastatin (As Calcium),40 Mg
Pharmacor Rosuvastatin 5,Rosuvastatin (As Calcium),5 Mg
Pharmacor Rosuvastatin 5,Rosuvastatin (As Calcium),5 Mg
Rosachol,Rosuvastatin,10 Mg
Cavstat 20,Rosuvastatin,20 Mg
Pharmacor Rosuvastatin 40,Rosuvastatin,40 Mg
Btc Rosuvastatin,Rosuvastatin,5 Mg
Pharmacor Rosuvastatin 10,Rosuvastatin,10 Mg
Rosachol,Rosuvastatin (As Calcium),40 Mg Tablets
Rosuvastatin Intas,Rosuvastatin (As Calcium),40 Mg Tablets
Rosachol,Rosuvastatin (As Calcium),5 Mg Tablets
Btc Rosuvastatin,Rosuvastatin (As Calcium),10 Mg Tablets
Rosuvastatin Intas,Rosuvastatin (As Calcium),10 Mg Tablets
Cavstat 10,Rosuvastatin,10 Mg
Rosuvastatin Intas,Rosuvastatin,5 Mg
Rosuvastatin Intas,Rosuvastatin,20 Mg
Btc Rosuvastatin,Rosuvastatin,40 Mg
Pharmacor Rosuvastatin 20,Rosuvastatin,20 Mg
Cavstat 40,Rosuvastatin,40 Mg
Rosuvastatin Arw,Rosuvastatin,5 Mg
Rosachol,Rosuvastatin,20 Mg
Rosuvastatin Arw,Rosuvastatin,40 Mg
Cavstat 20,Rosuvastatin,20 Mg
Rosuvastatin Intas,Rosuvastatin (As Calcium),5 Mg
Btc Rosuvastatin,Rosuvastatin (As Calcium),20 Mg
Rosachol,Rosuvastatin (As Calcium),40 Mg
Rosuvastatin Intas,Rosuvastatin (As Calcium),40 Mg
Rosachol,Rosuvastatin (As Calcium),10 Mg
Cavstat 10,Rosuvastatin,10 Mg
Talam,Citalopram,10 Mg
A-Citalopram,Citalopram,20 Mg
Talam,Citalopram,40 Mg
Blooms Celery And Juniper,Blooms Celery And Juniper,
Pharmacor Rosuvastatin,Rosuvastatin,10 Mg
Rosuvastatin Arw,Rosuvastatin,20 Mg
Pharmacor Rosuvastatin,Rosuvastatin,20 Mg
Cavstat,Rosuvastatin,5 Mg
Rosuvastatin Arw,Rosuvastatin,10 Mg
Apo-Remifentanil,Remifentanil (As Hydrochloride),5 Mg
Amisulpride Sandoz Pharma,Amisulpride,400 Mg
Amisulpride Sandoz Pharma,Amisulpride,200 Mg
Amisulpride Scp,Amisulpride,100 Mg
Amisulpride Sandoz Pharma,Amisulpride,100 Mg
Nutriway Tri-Iron Folic,Nutriway Tri-Iron Folic,
Nivea Sun Ultra Sport Cooling Spf50+,Nivea Sun Ultra Sport Cooling Spf50+,
Nivea Sun Ultra Beach Spf50+,Nivea Sun Ultra Beach Spf50+,
Amisulpride Scp,Amisulpride,400 Mg
Amisulpride Scp,Amisulpride,200 Mg
Apo-Remifentanil,Remifentanil,2 Mg
Genrx Remifentanil,Remifentanil,1 Mg
SCP Amisulpride,Amisulpride,50 Mg
Genrx Remifentanil,Remifentanil,2 Mg
Genrx Remifentanil,Remifentanil,5 Mg
Apo-Remifentanil,Remifentanil,1 Mg
Bupredermal,Buprenorphine,5 Micrograms/Hour
Bupredermal,Buprenorphine,10 Micrograms/Hour
Bupredermal,Buprenorphine,15 Micrograms/Hour
Bupredermal,Buprenorphine,20 Micrograms/Hour
Bupredermal,Buprenorphine,25 Micrograms/Hour
Bupredermal,Buprenorphine,30 Micrograms/Hour
Bupredermal,Buprenorphine,40 Micrograms/Hour
Varilrix Hsa-Free,Varicella Vaccine Live Attenuated,0.5Ml
Varilrix Hsa-Free,Varicella Vaccine Live Attenuated,0.5Ml
Varilrix Hsa-Free,Varicella Vaccine Live Attenuated,0.5 Ml Powder For Injection
Entecavir Gxp,Entecavir (As Monohydrate),0.5 Mg Film-Coated Tablet
Entecavir Gxp,Entecavir (As Monohydrate),1 Mg Film-Coated Tablet
Entecabara,Entecavir (As Monohydrate),1 Mg Film-Coated Tablet
Entecavir Gppl,Entecavir (As Monohydrate),0.5 Mg Film-Coated Tablet
Barentec,Entecavir,1 Mg
Entecabara,Entecavir,0.5 Mg
Hepbent,Entecavir,1 Mg
Entecavir An,Entecavir,1 Mg
Entecavir Gppl,Entecavir,1 Mg
Hepbent,Entecavir,0.5 Mg
Barentec,Entecavir,0.5 Mg
Entecavir An,Entecavir,0.5 Mg
Entecavir Ch,Entecavir,1 Mg
Entecavir Ch,Entecavir,0.5 Mg
Caruso's Veins Care Cream,Caruso's Veins Care Cream,
Atomoxetine An,Atomoxetine (As Hydrochloride),18 Mg
Atomoxetine An,Atomoxetine (As Hydrochloride),10 Mg
Atomoxetine An,Atomoxetine (As Hydrochloride),100 Mg
Atomoxetine An,Atomoxetine (As Hydrochloride),25 Mg
Atomoxetine Genpar,Atomoxetine (As Hydrochloride),60 Mg
Stratamox,Atomoxetine (As Hydrochloride),18 Mg
Atomoxetine Gppl,Atomoxetine (As Hydrochloride),80 Mg
Atomoxetine Gxp,Atomoxetine (As Hydrochloride),60 Mg
Atomoxetine Gxp,Atomoxetine (As Hydrochloride),100 Mg
Atomoxetine Gxp,Atomoxetine (As Hydrochloride),10 Mg Capsule Blister Pack
Atomoxetine Gxp,Atomoxetine (As Hydrochloride),25 Mg Capsule Blister Pack
Atomoxetine Ch,Atomoxetine (As Hydrochloride),100 Mg Capsule Blister Pack
Atomoxetine Ch,Atomoxetine (As Hydrochloride),25 Mg Capsule Blister Pack
Stratamox,Atomoxetine (As Hydrochloride),60 Mg Capsule Blister Pack
Atomoxetine Ch,Atomoxetine,10 Mg
Atomoxetine An,Atomoxetine,40 Mg
Atomoxetine Genpar,Atomoxetine,40 Mg
Atomoxetine Gppl,Atomoxetine,25 Mg
Atomoxetine Genpar,Atomoxetine,100 Mg
Atomoxetine Ch,Atomoxetine (As Hydrochloride),40 Mg
Atomoxetine Ch,Atomoxetine (As Hydrochloride),18 Mg
Atomoxetine An,Atomoxetine (As Hydrochloride),5 Mg
Stratamox,Atomoxetine (As Hydrochloride),10 Mg
Atomoxetine An,Atomoxetine (As Hydrochloride),60 Mg
Atomoxetine Gppl,Atomoxetine (As Hydrochloride),100 Mg
Atomoxetine Gxp,Atomoxetine (As Hydrochloride),40 Mg
Atomoxetine Gxp,Atomoxetine (As Hydrochloride),18 Mg
Atomoxetine Ch,Atomoxetine (As Hydrochloride),60 Mg
Atomoxetine Gppl,Atomoxetine (As Hydrochloride),40 Mg
Atomoxetine Gppl,Atomoxetine (As Hydrochloride),18 Mg
Atomoxetine Gppl,Atomoxetine (As Hydrochloride),5 Mg
Stratamox,Atomoxetine (As Hydrochloride),40 Mg
Atomoxetine Ch,Atomoxetine (As Hydrochloride),5 Mg
Atomoxetine Genpar,Atomoxetine (As Hydrochloride),18 Mg
Atomoxetine Genpar,Atomoxetine (As Hydrochloride),10 Mg
Atomoxetine Gppl,Atomoxetine (As Hydrochloride),10 Mg
Stratamox,Atomoxetine (As Hydrochloride),80 Mg
Atomoxetine Gppl,Atomoxetine (As Hydrochloride),60 Mg
Stratamox,Atomoxetine (As Hydrochloride),25 Mg
Atomoxetine Genpar,Atomoxetine (As Hydrochloride),80 Mg
Atomoxetine An,Atomoxetine (As Hydrochloride),80 Mg
Atomoxetine Genpar,Atomoxetine (As Hydrochloride),25 Mg
Atomoxetine Ch,Atomoxetine (As Hydrochloride),80 Mg
Hydralyte Apple Blackcurrant Effervescent Electrolyte Tablets,Hydralyte Apple Blackcurrant Effervescent Electrolyte Tablets,
Bimatoprost Sandoz,Bimatoprost,300 Microgram/Ml
Telmisartan/Amlodipine Mylan 40/10,Telmisartan/Amlodipine (As Besilate),40/10mg
Telmisartan/Amlodipine Mylan 40/10,Telmisartan/Amlodipine (As Besilate),40/10mg
Telmisartan/Amlodipine Mylan 40/5,Telmisartan/Amlodipine (As Besilate),40/5mg
Tecarini 80/5,Telmisartan/Amlodipine (As Besilate),80/5mg
Atomoxetine Genpar,Atomoxetine (As Hydrochloride),5 Mg
Atomoxetine Gxp,Atomoxetine (As Hydrochloride),5 Mg
Stratamox,Atomoxetine (As Hydrochloride),100 Mg
Stratamox,Atomoxetine (As Hydrochloride),5 Mg
Atomoxetine Gxp,Atomoxetine (As Hydrochloride),80 Mg
Telmisartan/Amlodipine Mylan 80/5,Telmisartan/Amlodipine,80/5mg
Telmisartan/Amlodipine Mylan 80/10,Telmisartan/Amlodipine,80/10mg
Telmisartan/Amlodipine Mylan 40/5,Telmisartan/Amlodipine,40/5mg
Tacarini 40/5,Telmisartan/Amlodipine,40/5mg
Tacarini 80/5,Telmisartan/Amlodipine,80/5mg
Telmisartan/Amlodipine Mylan 80/10,Telmisartan/Amlodipine (As Besilate),80/10mg
Tecarini 80/10,Telmisartan/Amlodipine (As Besilate),80/10mg
Amcal Terbinafine Anti Fungal Cream,Terbinafine Hydrochloride,1% Cream
Linezolid An,Linezolid,600 Mg/300 Ml
Linezolid Ch,Linezolid,600 Mg/300 Ml
Tecarini 40/10,Telmisartan/ Amlodipine (As Besilate),40/10 Mg
Tecarini 80/10,Telmisartan/ Amlodipine (As Besilate),80/10 Mg
Telmisartan/ Amlodipine Mylan 80/5,Telmisartan/ Amlodipine (As Besilate),80/5 Mg
Tecarini 40/5,Telmisartan/ Amlodipine (As Besilate),40/5 Mg
Tecarini 40/10,Telmisartan/ Amlodipine (As Besilate),40/10 Mg
Linezolid Genpar,Linezolid,600 Mg
Zolid,Linezolid,600 Mg
Linezolid Gxp,Linezolid,600 Mg
Linezoid,Linezolid,600 Mg/300 Ml
Linezolid Ch,Linezolid,600 Mg
Zolid,Linezolid,600 Mg/300 Ml
Linezolid Gxp,Linezolid,600 Mg/300 Ml
Linezolid Genpar,Linezolid,600 Mg/300 Ml
Linezolid An,Linezolid,600 Mg
Nezolid,Linezolid,600 Mg
Linezolid Gppl,Linezolid,600 Mg/300 Ml
Linezoid,Linezolid,600 Mg
Linezolid Gppl,Linezolid,600 Mg
Quality Health Australia High Strength Coq10,Quality Health Australia High Strength Coq10,150 Mg
Quality Health Australia Evening Primrose Oil,Quality Health Australia Evening Primrose Oil,1000 Mg
Quality Health Australia Odourless Fish Oil,Fish Oil,2000mg
Quality Health Australia Odourless Fish Oil,Fish Oil,1000mg
Quality Health Australia Daily Glucosamine Sulfate,Glucosamine Sulfate,1500mg
Hawthorn 4500,Hawthorn,4500mg
Ecosol Skin Tone Zinc Stick Spf50+,Zinc,
Immune Health Mexican Wild Yam,Immune Health Mexican Wild Yam,
Focus,Focus,
Cavstat 5,Rosuvastatin (As Calcium),5 Mg
Dysport,Clostridium Botulinum Type A Toxin - Haemagglutinin Complex,125 Ipsen Units
Quality Health Australia High Strength Vitamin D,Vitamin D,1000 Iu
Apohealth Chesty Mucus Relief Forte,Bromhexine Hydrochloride,1.6 Mg/Ml
Hyqvia,Normal Immunoglobulin And Vorhyaluronidase Alfa,
Vasokinox,Nitric Oxide,450 Ppm Mol/Mol
Rheumalin,Rheumalin,
Body Essential Iron Vital F+ Liquid,Iron,
Mollenol,Mollenol,
Mollenol Sensitive,Mollenol,
Prunelax Smooth Laxative,Senna,
Swisse Ultiboost Hair Skin Nails (Liquid),"Biotin, Silica, Vitamin C",
"Nutra-Life Celery 10,000",Celery Extract,
Pharmacor Rosuvastatin 5,Rosuvastatin,5 Mg
Nature's Own Fenugreek 1000mg,Fenugreek,1000 Mg
Glimlife Poweroll Joint Boost,Glimlife Poweroll Joint Boost,
Glucosamine 1500mg Anti-Inflammatory,Glucosamine,1500 Mg
Cenovis Cold Sore Complex Warm Herbal Power Patch,Cenovis Cold Sore Complex Warm Herbal Power Patch,
Jing Zhi Gou Pi Gao,Jing Zhi Gou Pi Gao,
Ubiquinol Bioactive,Ubiquinol,300mg
Arx-Mycophenolate,Mycophenolate Mofetil,500mg
Cip Mycophenolate 500,Mycophenolate Mofetil,500mg
Esbriet,Pirfenidone,267 Mg
Orthoplex Neuroenhance,Orthoplex Neuroenhance,
Orthoplex Adrenoenhance,Orthoplex Adrenoenhance,
Raydel Policosanol 10,Raydel Policosanol 10,
Celery 5000mg Softgel Capsule,Celery,5000 Mg
Kalsio,Kalsio,
Zykadia,Ceritinib,150 Mg
Orkambi,Lumacaftor/Ivacaftor,200 Mg/125 Mg
Apohealth Chesty Cough Relief Double Action Expectorant/Mucolytic,Apohealth Chesty Cough Relief Double Action Expectorant/Mucolytic,
Imodium Advanced,Imodium Advanced,
Olmertan,Olmesartan Medoxomil,20 Mg
Olmertan,Olmesartan Medoxomil,40 Mg
Pharmacor Olmesartan,Olmesartan Medoxomil,40 Mg
Pharmacor Olmesartan,Olmesartan Medoxomil,20 Mg
Lyraccord,Pregabalin,150 Mg
Lyraccord,Pregabalin,300 Mg
Lyzalon,Pregabalin,25 Mg
Neuroccord,Pregabalin,150 Mg
Pregabalin Intas,Pregabalin,300 Mg
Lyzalon,Pregabalin,300 Mg
Pregabalin Amneal,Pregabalin,300 Mg
Neuroccord,Pregabalin,150 Mg
Pregabalin Amneal,Pregabalin,75 Mg
Lyraccord,Pregabalin,75 Mg
Lyraccord,Pregabalin,300 Mg
Lyraccord,Pregabalin,25 Mg
Neuroccord,Pregabalin,25 Mg
Lypralin,Pregabalin,300 Mg
Neuroccord,Pregabalin,75 Mg
